date,deceased
2018-07-04,46
2018-07-05,50
2018-07-06,48
2018-07-07,45
2018-07-08,48
2018-07-09,57
2018-07-10,54
2018-07-11,39
2018-07-12,49
2018-07-13,48
2018-07-14,40
2018-07-15,45
2018-07-16,61
2018-07-17,53
2018-07-18,53
2018-07-19,62
2018-07-20,63
2018-07-21,53
2018-07-22,52
2018-07-23,63
2018-07-24,71
2018-07-25,41
2018-07-26,43
2018-07-27,56
2018-07-28,62
2018-07-29,48
2018-07-30,61
2018-07-31,65
2018-08-01,55
2018-08-02,60
2018-08-03,59
2018-08-04,59
2018-08-05,55
2018-08-06,49
2018-08-07,63
2018-08-08,64
2018-08-09,51
2018-08-10,63
2018-08-11,56
2018-08-12,59
2018-08-13,48
2018-08-14,47
2018-08-15,60
2018-08-16,50
2018-08-17,48
2018-08-18,49
2018-08-19,52
2018-08-20,52
2018-08-21,56
2018-08-22,60
2018-08-23,49
2018-08-24,68
2018-08-25,56
2018-08-26,47
2018-08-27,59
2018-08-28,56
2018-08-29,50
2018-08-30,51
2018-08-31,49
2018-09-01,55
2018-09-02,61
2018-09-03,63
2018-09-04,46
2018-09-05,40
2018-09-06,54
2018-09-07,54
2018-09-08,64
2018-09-09,56
2018-09-10,63
2018-09-11,52
2018-09-12,55
2018-09-13,59
2018-09-14,63
2018-09-15,57
2018-09-16,61
2018-09-17,53
2018-09-18,72
2018-09-19,65
2018-09-20,67
2018-09-21,46
2018-09-22,56
2018-09-23,42
2018-09-24,38
2018-09-25,53
2018-09-26,39
2018-09-27,56
2018-09-28,57
2018-09-29,57
2018-09-30,54
2018-10-01,52
2018-10-02,63
2018-10-03,47
2018-10-04,59
2018-10-05,58
2018-10-06,53
2018-10-07,64
2018-10-08,56
2018-10-09,57
2018-10-10,47
2018-10-11,61
2018-10-12,52
2018-10-13,65
2018-10-14,52
2018-10-15,49
2018-10-16,65
2018-10-17,54
2018-10-18,49
2018-10-19,62
2018-10-20,53
2018-10-21,48
2018-10-22,65
2018-10-23,61
2018-10-24,64
2018-10-25,68
2018-10-26,54
2018-10-27,54
2018-10-28,64
2018-10-29,51
2018-10-30,57
2018-10-31,58
2018-11-01,56
2018-11-02,66
2018-11-03,68
2018-11-04,45
2018-11-05,48
2018-11-06,63
2018-11-07,51
2018-11-08,55
2018-11-09,46
2018-11-10,48
2018-11-11,49
2018-11-12,66
2018-11-13,71
2018-11-14,46
2018-11-15,62
2018-11-16,54
2018-11-17,46
2018-11-18,59
2018-11-19,51
2018-11-20,57
2018-11-21,58
2018-11-22,53
2018-11-23,58
2018-11-24,41
2018-11-25,76
2018-11-26,48
2018-11-27,65
2018-11-28,54
2018-11-29,55
2018-11-30,72
2018-12-01,60
2018-12-02,73
2018-12-03,53
2018-12-04,65
2018-12-05,73
2018-12-06,63
2018-12-07,54
2018-12-08,56
2018-12-09,54
2018-12-10,61
2018-12-11,56
2018-12-12,64
2018-12-13,79
2018-12-14,44
2018-12-15,63
2018-12-16,64
2018-12-17,70
2018-12-18,55
2018-12-19,48
2018-12-20,68
2018-12-21,65
2018-12-22,71
2018-12-23,66
2018-12-24,53
2018-12-25,53
2018-12-26,74
2018-12-27,72
2018-12-28,65
2018-12-29,67
2018-12-30,51
2018-12-31,57
2019-01-01,80
2019-01-02,70
2019-01-03,63
2019-01-04,69
2019-01-05,72
2019-01-06,71
2019-01-07,85
2019-01-08,60
2019-01-09,66
2019-01-10,78
2019-01-11,74
2019-01-12,78
2019-01-13,62
2019-01-14,65
2019-01-15,70
2019-01-16,71
2019-01-17,79
2019-01-18,84
2019-01-19,58
2019-01-20,66
2019-01-21,76
2019-01-22,66
2019-01-23,88
2019-01-24,72
2019-01-25,68
2019-01-26,62
2019-01-27,56
2019-01-28,75
2019-01-29,67
2019-01-30,75
2019-01-31,72
2019-02-01,79
2019-02-02,73
2019-02-03,86
2019-02-04,72
2019-02-05,74
2019-02-06,74
2019-02-07,76
2019-02-08,87
2019-02-09,62
2019-02-10,80
2019-02-11,81
2019-02-12,55
2019-02-13,67
2019-02-14,71
2019-02-15,67
2019-02-16,67
2019-02-17,81
2019-02-18,62
2019-02-19,73
2019-02-20,74
2019-02-21,70
2019-02-22,70
2019-02-23,66
2019-02-24,76
2019-02-25,60
2019-02-26,63
2019-02-27,68
2019-02-28,80
2019-03-01,62
2019-03-02,80
2019-03-03,76
2019-03-04,59
2019-03-05,72
2019-03-06,63
2019-03-07,59
2019-03-08,62
2019-03-09,60
2019-03-10,49
2019-03-11,69
2019-03-12,64
2019-03-13,69
2019-03-14,75
2019-03-15,62
2019-03-16,76
2019-03-17,59
2019-03-18,61
2019-03-19,59
2019-03-20,59
2019-03-21,56
2019-03-22,81
2019-03-23,55
2019-03-24,68
2019-03-25,55
2019-03-26,52
2019-03-27,54
2019-03-28,75
2019-03-29,46
2019-03-30,53
2019-03-31,52
2019-04-01,68
2019-04-02,60
2019-04-03,57
2019-04-04,62
2019-04-05,70
2019-04-06,53
2019-04-07,56
2019-04-08,53
2019-04-09,53
2019-04-10,63
2019-04-11,48
2019-04-12,55
2019-04-13,46
2019-04-14,36
2019-04-15,53
2019-04-16,63
2019-04-17,67
2019-04-18,61
2019-04-19,58
2019-04-20,56
2019-04-21,54
2019-04-22,63
2019-04-23,52
2019-04-24,54
2019-04-25,62
2019-04-26,55
2019-04-27,51
2019-04-28,69
2019-04-29,55
2019-04-30,51
2019-05-01,52
2019-05-02,45
2019-05-03,49
2019-05-04,64
2019-05-05,63
2019-05-06,54
2019-05-07,57
2019-05-08,49
2019-05-09,54
2019-05-10,49
2019-05-11,52
2019-05-12,60
2019-05-13,52
2019-05-14,66
2019-05-15,46
2019-05-16,57
2019-05-17,59
2019-05-18,67
2019-05-19,58
2019-05-20,50
2019-05-21,64
2019-05-22,51
2019-05-23,57
2019-05-24,56
2019-05-25,67
2019-05-26,67
2019-05-27,61
2019-05-28,55
2019-05-29,39
2019-05-30,50
2019-05-31,39
2019-06-01,68
2019-06-02,50
2019-06-03,46
2019-06-04,49
2019-06-05,41
2019-06-06,42
2019-06-07,63
2019-06-08,52
2019-06-09,38
2019-06-10,59
2019-06-11,50
2019-06-12,54
2019-06-13,46
2019-06-14,42
2019-06-15,50
2019-06-16,59
2019-06-17,55
2019-06-18,66
2019-06-19,55
2019-06-20,52
2019-06-21,48
2019-06-22,58
2019-06-23,50
2019-06-24,47
2019-06-25,40
2019-06-26,57
2019-06-27,63
2019-06-28,45
2019-06-29,40
2019-06-30,53
2019-07-01,51
2019-07-02,48
2019-07-03,43
2019-07-04,60
2019-07-05,42
2019-07-06,45
2019-07-07,66
2019-07-08,43
2019-07-09,52
2019-07-10,60
2019-07-11,41
2019-07-12,56
2019-07-13,49
2019-07-14,46
2019-07-15,55
2019-07-16,40
2019-07-17,50
2019-07-18,53
2019-07-19,57
2019-07-20,55
2019-07-21,52
2019-07-22,45
2019-07-23,58
2019-07-24,75
2019-07-25,63
2019-07-26,68
2019-07-27,63
2019-07-28,50
2019-07-29,63
2019-07-30,49
2019-07-31,47
2019-08-01,64
2019-08-02,55
2019-08-03,53
2019-08-04,48
2019-08-05,63
2019-08-06,61
2019-08-07,55
2019-08-08,45
2019-08-09,55
2019-08-10,62
2019-08-11,53
2019-08-12,62
2019-08-13,56
2019-08-14,53
2019-08-15,51
2019-08-16,53
2019-08-17,49
2019-08-18,40
2019-08-19,70
2019-08-20,48
2019-08-21,57
2019-08-22,46
2019-08-23,53
2019-08-24,70
2019-08-25,49
2019-08-26,52
2019-08-27,47
2019-08-28,51
2019-08-29,64
2019-08-30,35
2019-08-31,53
2019-09-01,51
2019-09-02,55
2019-09-03,47
2019-09-04,42
2019-09-05,64
2019-09-06,53
2019-09-07,46
2019-09-08,41
2019-09-09,56
2019-09-10,65
2019-09-11,52
2019-09-12,55
2019-09-13,65
2019-09-14,57
2019-09-15,49
2019-09-16,58
2019-09-17,29
2019-09-18,54
2019-09-19,48
2019-09-20,52
2019-09-21,56
2019-09-22,59
2019-09-23,57
2019-09-24,52
2019-09-25,66
2019-09-26,38
2019-09-27,56
2019-09-28,51
2019-09-29,59
2019-09-30,57
2019-10-01,45
2019-10-02,56
2019-10-03,52
2019-10-04,58
2019-10-05,61
2019-10-06,60
2019-10-07,64
2019-10-08,58
2019-10-09,54
2019-10-10,58
2019-10-11,55
2019-10-12,50
2019-10-13,56
2019-10-14,63
2019-10-15,54
2019-10-16,63
2019-10-17,59
2019-10-18,56
2019-10-19,51
2019-10-20,53
2019-10-21,55
2019-10-22,51
2019-10-23,63
2019-10-24,60
2019-10-25,57
2019-10-26,47
2019-10-27,49
2019-10-28,40
2019-10-29,47
2019-10-30,55
2019-10-31,37
2019-11-01,53
2019-11-02,54
2019-11-03,61
2019-11-04,61
2019-11-05,64
2019-11-06,58
2019-11-07,55
2019-11-08,62
2019-11-09,48
2019-11-10,51
2019-11-11,70
2019-11-12,60
2019-11-13,61
2019-11-14,49
2019-11-15,61
2019-11-16,59
2019-11-17,56
2019-11-18,42
2019-11-19,54
2019-11-20,60
2019-11-21,54
2019-11-22,62
2019-11-23,49
2019-11-24,57
2019-11-25,59
2019-11-26,53
2019-11-27,60
2019-11-28,45
2019-11-29,50
2019-11-30,49
2019-12-01,59
2019-12-02,75
2019-12-03,59
2019-12-04,57
2019-12-05,67
2019-12-06,70
2019-12-07,62
2019-12-08,59
2019-12-09,56
2019-12-10,64
2019-12-11,59
2019-12-12,59
2019-12-13,71
2019-12-14,71
2019-12-15,78
2019-12-16,68
2019-12-17,73
2019-12-18,55
2019-12-19,62
2019-12-20,58
2019-12-21,66
2019-12-22,69
2019-12-23,59
2019-12-24,62
2019-12-25,49
2019-12-26,74
2019-12-27,66
2019-12-28,45
2019-12-29,59
2019-12-30,55
2019-12-31,49
2020-01-01,65
2020-01-02,76
2020-01-03,67
2020-01-04,58
2020-01-05,66
2020-01-06,79
2020-01-07,57
2020-01-08,71
2020-01-09,59
2020-01-10,63
2020-01-11,54
2020-01-12,57
2020-01-13,54
2020-01-14,66
2020-01-15,50
2020-01-16,79
2020-01-17,79
2020-01-18,51
2020-01-19,62
2020-01-20,66
2020-01-21,60
2020-01-22,72
2020-01-23,74
2020-01-24,73
2020-01-25,64
2020-01-26,62
2020-01-27,68
2020-01-28,75
2020-01-29,71
2020-01-30,75
2020-01-31,63
2020-02-01,60
2020-02-02,76
2020-02-03,71
2020-02-04,63
2020-02-05,64
2020-02-06,77
2020-02-07,59
2020-02-08,72
2020-02-09,60
2020-02-10,74
2020-02-11,90
2020-02-12,76
2020-02-13,62
2020-02-14,67
2020-02-15,78
2020-02-16,70
2020-02-17,80
2020-02-18,72
2020-02-19,68
2020-02-20,55
2020-02-21,58
2020-02-22,66
2020-02-23,56
2020-02-24,62
2020-02-25,74
2020-02-26,71
2020-02-27,55
2020-02-28,62
2020-02-29,56
2020-03-01,60
2020-03-02,72
2020-03-03,55
2020-03-04,59
2020-03-05,68
2020-03-06,54
2020-03-07,61
2020-03-08,66
2020-03-09,53
2020-03-10,62
2020-03-11,71
2020-03-12,70
2020-03-13,72
2020-03-14,66
2020-03-15,66
2020-03-16,51
2020-03-17,74
2020-03-18,66
2020-03-19,63
2020-03-20,74
2020-03-21,62
2020-03-22,67
2020-03-23,36
2020-03-24,66
2020-03-25,56
2020-03-26,55
2020-03-27,70
2020-03-28,67
2020-03-29,51
2020-03-30,60
2020-03-31,53
2020-04-01,56
2020-04-02,64
2020-04-03,52
2020-04-04,55
2020-04-05,57
2020-04-06,68
2020-04-07,48
2020-04-08,56
2020-04-09,68
2020-04-10,75
2020-04-11,68
2020-04-12,53
2020-04-13,66
2020-04-14,63
2020-04-15,58
2020-04-16,64
2020-04-17,59
2020-04-18,74
2020-04-19,66
2020-04-20,74
2020-04-21,62
2020-04-22,54
2020-04-23,51
2020-04-24,53
2020-04-25,54
2020-04-26,54
2020-04-27,58
2020-04-28,68
2020-04-29,53
2020-04-30,55
2020-05-01,43
2020-05-02,47
2020-05-03,43
2020-05-04,53
2020-05-05,56
2020-05-06,49
2020-05-07,50
2020-05-08,68
2020-05-09,59
2020-05-10,53
2020-05-11,60
2020-05-12,64
2020-05-13,50
2020-05-14,54
2020-05-15,38
2020-05-16,51
2020-05-17,51
2020-05-18,59
2020-05-19,55
2020-05-20,50
2020-05-21,69
2020-05-22,53
2020-05-23,53
2020-05-24,73
2020-05-25,56
2020-05-26,45
2020-05-27,44
2020-05-28,43
2020-05-29,53
2020-05-30,50
2020-05-31,45
2020-06-01,51
2020-06-02,46
2020-06-03,57
2020-06-04,54
2020-06-05,51
2020-06-06,50
2020-06-07,45
2020-06-08,63
2020-06-09,62
2020-06-10,55
2020-06-11,42
2020-06-12,53
2020-06-13,46
2020-06-14,65
2020-06-15,52
2020-06-16,52
2020-06-17,58
2020-06-18,53
2020-06-19,53
2020-06-20,52
2020-06-21,64
2020-06-22,52
2020-06-23,83
2020-06-24,58
2020-06-25,58
2020-06-26,59
2020-06-27,47
2020-06-28,61
2020-06-29,67
2020-06-30,51
2020-07-01,46
2020-07-02,61
2020-07-03,60
2020-07-04,45
2020-07-05,50
2020-07-06,54
2020-07-07,42
2020-07-08,44
2020-07-09,44
2020-07-10,56
2020-07-11,55
2020-07-12,41
2020-07-13,53
2020-07-14,53
2020-07-15,49
2020-07-16,58
2020-07-17,48
2020-07-18,42
2020-07-19,56
2020-07-20,56
2020-07-21,63
2020-07-22,54
2020-07-23,60
2020-07-24,51
2020-07-25,49
2020-07-26,49
2020-07-27,60
2020-07-28,69
2020-07-29,52
2020-07-30,44
2020-07-31,63
2020-08-01,65
2020-08-02,52
2020-08-03,63
2020-08-04,43
2020-08-05,55
2020-08-06,42
2020-08-07,67
2020-08-08,52
2020-08-09,62
2020-08-10,47
2020-08-11,62
2020-08-12,62
2020-08-13,61
2020-08-14,53
2020-08-15,64
2020-08-16,51
2020-08-17,50
2020-08-18,55
2020-08-19,46
2020-08-20,55
2020-08-21,54
2020-08-22,51
2020-08-23,53
2020-08-24,39
2020-08-25,47
2020-08-26,67
2020-08-27,57
2020-08-28,45
2020-08-29,49
2020-08-30,47
2020-08-31,57
2020-09-01,50
2020-09-02,44
2020-09-03,55
2020-09-04,50
2020-09-05,69
2020-09-06,65
2020-09-07,62
2020-09-08,53
2020-09-09,46
2020-09-10,49
2020-09-11,57
2020-09-12,77
2020-09-13,61
2020-09-14,67
2020-09-15,60
2020-09-16,62
2020-09-17,63
2020-09-18,64
2020-09-19,60
2020-09-20,54
2020-09-21,46
2020-09-22,54
2020-09-23,63
2020-09-24,47
2020-09-25,58
2020-09-26,61
2020-09-27,35
2020-09-28,65
2020-09-29,57
2020-09-30,66
2020-10-01,66
2020-10-02,51
2020-10-03,50
2020-10-04,61
2020-10-05,66
2020-10-06,57
2020-10-07,55
2020-10-08,61
2020-10-09,71
2020-10-10,48
2020-10-11,63
2020-10-12,65
2020-10-13,51
2020-10-14,74
2020-10-15,65
2020-10-16,69
2020-10-17,66
2020-10-18,59
2020-10-19,72
2020-10-20,72
2020-10-21,60
2020-10-22,70
2020-10-23,93
2020-10-24,68
2020-10-25,85
2020-10-26,69
2020-10-27,72
2020-10-28,84
2020-10-29,84
2020-10-30,92
2020-10-31,93
2020-11-01,88
2020-11-02,89
2020-11-03,69
2020-11-04,80
2020-11-05,72
2020-11-06,100
2020-11-07,80
2020-11-08,90
2020-11-09,94
2020-11-10,108
2020-11-11,101
2020-11-12,116
2020-11-13,108
2020-11-14,94
2020-11-15,109
2020-11-16,102
2020-11-17,109
2020-11-18,86
2020-11-19,97
2020-11-20,101
2020-11-21,75
2020-11-22,102
2020-11-23,88
2020-11-24,54
2020-11-25,30
2020-11-26,14
2020-11-27,1
